,text,cleaned,polarity,subjectivity,sentiment,neg,neu,pos,compound,text_len,text_word_count
828,"#NewRelease from USA Today #bestselling #author Amelia Wilde
Blackmail 
#Kindle https://t.co/ad17gD8hHv
#Nook https://t.co/N6rXfhi3Fh  
#Kobo https://t.co/xxGME3IM53
#Apple #iBooks https://t.co/zH6XYWD5Lr
He could call the police, but he has more interesting plans for her.... https://t.co/uhU6KaiSua", newrelease from usa today bestselling author amelia wilde blackmail kindle nook kobo apple ibooks he could call the police but he has more interesting plans for her ,0.5,0.5,positive,0.0,0.867,0.133,0.611,166,27
829,"Ghost Mug̗, Halloween Mug, #Halloween #Coffee Mug, Ghost Coffee Mug, Gift For Here 🌟
#twitter #packers #foxwin #dolbyatmos #spatialaudio #apple #iphone14 #billieeilish 

https://t.co/AbWOBokmx0",ghost mug halloween mug halloween coffee mug ghost coffee mug gift for here twitter packers foxwin dolbyatmos spatialaudio apple iphone14 billieeilish ,0.0,0.0,negative,0.18,0.706,0.114,-0.1779,151,21
830,"Prepaid Plans from Jio, Airtel and Vi for 2GB Daily Data Lovers 
https://t.co/oEzKOwcOsh
#SEO #Google #Apple  #IOS #cybersecurity #Robotics #IOT #AI #software #telecom

A large variety of prepaid plans are available to consumers from major telecom providers Airtel, ...",prepaid plans from jio airtel and vi for 2gb daily data lovers seo google apple ios cybersecurity robotics iot ai software telecom large variety of prepaid plans are available to consumers from major telecom providers airtel ,0.16919642857142858,0.33214285714285713,positive,0.0,0.911,0.089,0.5267,225,36
831,"Painting competition, kite flying  and National flag  hoisting in Keri village at Line of Control were conducted by Indian Army .
#HarGharTiranga 
#IndependenceDay2022 #Apple #Janmashtami श्री कृष्ण https://t.co/6EqfAEQ3JV",painting competition kite flying and national flag hoisting in keri village at line of control were conducted by indian army harghartiranga independenceday2022 apple janmashtami ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,178,24
832,"""#Apple and #Google did not immediately respond to questions""

Saudi snitching app appears to have been used against jailed Leeds student https://t.co/I9bCI5LTIp", apple and google did not immediately respond to questions saudi snitching app appears to have been used against jailed leeds student ,0.0,0.0,negative,0.138,0.862,0.0,-0.4939,134,21
833,"Sale Sale 🛑 🛑 Buy Now Don't miss the opportunity. One Plus 10T 5G.
Check the Details 👇👇 
https://t.co/alWee0NOka
#Apple",sale sale buy now don miss the opportunity one plus 10t 5g check the details apple,0.0,0.0,positive,0.087,0.761,0.152,0.296,82,16
834,#earthengine #lowpoly #apple #health #undertale #oos #minecraft #minecraftdiamondlevel #minecraftlegends  #computerscience #minecraftedu #fanart #digitalart #gamer #gamergirl #twitch #twitchstreamer #affiliate #Mandox #MandoxMilitia #MandoxMissions $Mandox $BCT #BananaClubToken https://t.co/LNO1DH3oCI, earthengine lowpoly apple health undertale oos minecraft minecraftdiamondlevel minecraftlegends computerscience minecraftedu fanart digitalart gamer gamergirl twitch twitchstreamer affiliate mandox mandoxmilitia mandoxmissions mandox bct bananaclubtoken ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,255,24
835,"Transparent MagSafe chargers for iPhone give futuristic vibes 
https://t.co/6tKRH46CCw
#SEO #Google #Apple  #IOS #cybersecurity #Robotics #IOT #AI #software #telecom

Transparent design in technology has always had a futuristic feel, and now Momax is bringing the a...",transparent magsafe chargers for iphone give futuristic vibes seo google apple ios cybersecurity robotics iot ai software telecom transparent design in technology has always had futuristic feel and now momax is bringing the ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,224,33
836,"Apple will reportedly hold iPhone 14 event on September 7 (https://t.co/aOO7oloETn)

We are nearing the time when Apple is expected to launch new hardware.

Add your highlights:
https://t.co/XQvUBs7A8y
 #apple",apple will reportedly hold iphone 14 event on september 7 we are nearing the time when apple is expected to launch new hardware add your highlights apple,0.018181818181818174,0.42727272727272725,neutral,0.0,1.0,0.0,0.0,153,27
837,"Sale Sale 🛑 🛑 Buy Now Don't miss the opportunity. One Plus 10T 5G.
Check the Details 👇👇 
https://t.co/alWee0NguC
#Apple",sale sale buy now don miss the opportunity one plus 10t 5g check the details apple,0.0,0.0,positive,0.087,0.761,0.152,0.296,82,16
838,"Naam Ek Fayde Anek!
#SwadeshiVIP A2 Gir Cow #Ghee.

1. #android
https://t.co/qpDosbI8P2

2. #apple Store
https://t.co/8PFluMSivW

Or order directly through the web: https://t.co/SC508GgMw8

#indianfood #A2 #A2ghee #pureghee #gircow #ghee #milk #organic #desighee #healthyfood https://t.co/ZuJ81ls1aB",naam ek fayde anek swadeshivip a2 gir cow ghee 1 android 2 apple store or order directly through the web indianfood a2 a2ghee pureghee gircow ghee milk organic desighee healthyfood ,-0.016666666666666663,0.2833333333333333,neutral,0.0,1.0,0.0,0.0,181,30
839,"Gho̗st Mug, Halloween Mug, #Halloween #Coffee Mug, Ghost Coffee Mug, Gift For Here 😉
#refurbished #nature #snake #hockinghills #apple #saudiarabia #niteflirt #covid 

https://t.co/j8F383LXkL",gho st mug halloween mug halloween coffee mug ghost coffee mug gift for here refurbished nature snake hockinghills apple saudiarabia niteflirt covid ,0.0,0.0,positive,0.091,0.794,0.115,0.1531,149,22
840,"Design patterns to manage Amazon EMR on EKS workloads for Apache Spark 
https://t.co/uwbLaUMH59
#SEO #Google #Apple  #IOS #cybersecurity #Robotics #IOT #AI #software #telecom

       Amazon EMR on Amazon EKS enables you to submit Apache Spark jobs on demand on Amazon El...",design patterns to manage amazon emr on eks workloads for apache spark seo google apple ios cybersecurity robotics iot ai software telecom amazon emr on amazon eks enables you to submit apache spark jobs on demand on amazon el ,0.0,0.0,positive,0.034,0.726,0.24,0.7269,227,39
841,"Tech giant #Apple is set to hold its #iPhone14 event in early September that will unveil next-generation #iPhones, Watch Series 8 and other products and services. https://t.co/soWL1sOwW2",tech giant apple is set to hold its iphone14 event in early september that will unveil next generation iphones watch series 8 and other products and services ,-0.006249999999999999,0.41875,neutral,0.0,1.0,0.0,0.0,158,27
842,"I am struggling with iMac performance. After 5-6 minutes kernal_task using 240.5 % 

Anyone have solution please suggest.
#imac #issuewithmac #apple @Apple @#macOS https://t.co/Nk5PhcYbGL",i am struggling with imac performance after 5 6 minutes kernal task using 240 5 anyone have solution please suggest imac issuewithmac apple macos ,0.0,0.0,positive,0.115,0.697,0.189,0.2023,146,24
843,"Support Innovation: How Cisco TAC is transforming documentation and simplifying self-service 
https://t.co/SoMrhvnlSJ
#SEO #Google #Apple  #IOS #cybersecurity #Robotics #IOT #AI #software #telecom

Co-author: Ambrose Taylor
You need to add a new switch to a stack of Ca...",support innovation how cisco tac is transforming documentation and simplifying self service seo google apple ios cybersecurity robotics iot ai software telecom co author ambrose taylor you need to add new switch to stack of ca ,0.13636363636363635,0.45454545454545453,positive,0.0,0.865,0.135,0.6486,227,36
844,"Win GIGABYTE G5 GD Gaming Laptops with #NVIDIA GeForce #Worldwide

Click for Magic: https://t.co/hvpUkk1DAb
#FForFree  #Apple CLICK &amp; Earn

#contestalert #giveaway #free #freesamples #giveawayalert #GIGABYTE  #gamedev #game 
#1 #Contest, #Deals and #Freebies website #fforfree https://t.co/2VaJbzr8vW",win gigabyte g5 gd gaming laptops with nvidia geforce worldwide click for magic fforfree apple click amp earn contestalert giveaway free freesamples giveawayalert gigabyte gamedev game 1 contest deals and freebies website fforfree ,0.32500000000000007,0.65,positive,0.0,0.746,0.254,0.872,231,33
845,"https://t.co/uknqqL7oky

#Felix #Marzell, #BIG #APPLE October 13, 2021 to September 12, 2022 Bella #Abzug #Park, #Manhattan Description: Sitting in the Apple, users will be able to enjoy a 360-degree view of their #surroundings at all times https://t.co/gNMUZK6vTk", felix marzell big apple october 13 2021 to september 12 2022 bella abzug park manhattan description sitting in the apple users will be able to enjoy 360 degree view of their surroundings at all times ,0.3,0.4083333333333334,positive,0.0,0.914,0.086,0.4939,201,35
846,"🚨#Apple Fixes #ZeroDay Security Vulnerabilities with #iOS and #iPadOS 15.6.1, #macOS Monterey 12.5.1‼️ #ThreatIntel #Phishing #ransomware #cyberattacks #privacy #cyberintelligence #cybercriminals #infosec #cybersec #cybersecurity #SocialEngineering https://t.co/gtxwHJpvSC", apple fixes zeroday security vulnerabilities with ios and ipados 15 6 1 macos monterey 12 5 1 threatintel phishing ransomware cyberattacks privacy cyberintelligence cybercriminals infosec cybersec cybersecurity socialengineering ,0.0,0.0,positive,0.062,0.846,0.092,0.2023,230,28
847,"Uber’s hidden hack, tips for travel, and AI accent fixes • Graham Cluley 
https://t.co/6g6EgAP5PM
#SEO #Google #Apple  #IOS #cybersecurity #Robotics #IOT #AI #software #telecom",uber hidden hack tips for travel and ai accent fixes graham cluley seo google apple ios cybersecurity robotics iot ai software telecom,-0.16666666666666666,0.3333333333333333,neutral,0.0,1.0,0.0,0.0,134,22
848,#Wellness #Apple #Technology #Apps #Wearables Poor sleep? Apple Watch’s watchOS 9 update tracks your sleep cycle stages - South China Morning Post https://t.co/JsvzwIKKXp SignUp HiPeople https://t.co/sLKNKgCPgL, wellness apple technology apps wearables poor sleep apple watch watchos 9 update tracks your sleep cycle stages south china morning post signup hipeople ,-0.4,0.6,negative,0.119,0.769,0.112,-0.0516,154,23
849,The latest The Vietnam Daily! https://t.co/LcAbp3IV9i Thanks to @VegerPower @BitsKingdomTeam #vietnam #apple,the latest the vietnam daily thanks to vietnam apple,0.2333333333333333,0.3666666666666667,positive,0.0,0.734,0.266,0.4404,52,9
850,"ios - NSAttributedString in UITextView, Hashtags and Mentions. How to track position of mentions as text is edited 
https://t.co/zTsHMQkHqd
#SEO #Google #Apple  #IOS #cybersecurity #Robotics #IOT #AI #software #telecom

I am working on including @ mentio...",ios nsattributedstring in uitextview hashtags and mentions how to track position of mentions as text is edited seo google apple ios cybersecurity robotics iot ai software telecom am working on including mentio ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,210,32
851,"#Apple had earlier planned to launch the #iPhone14 series and the #WatchSeries8 on September 6.
However, they have had to change the date of the launch.
https://t.co/s1kCSaCxt2", apple had earlier planned to launch the iphone14 series and the watchseries8 on september 6 however they have had to change the date of the launch ,0.0,0.5,neutral,0.0,1.0,0.0,0.0,148,26
852,"Monitoring Your Health and Barely Working Up a Sweat 
https://t.co/9UipWcLLt9
#SEO #Google #Apple  #IOS #cybersecurity #Robotics #IOT #AI #software #telecom
 
Among the most important tools a physician has to assess the health of a patient are lab tests that check the leve...",monitoring your health and barely working up sweat seo google apple ios cybersecurity robotics iot ai software telecom among the most important tools physician has to assess the health of patient are lab tests that check the leve ,0.3166666666666667,0.5333333333333333,positive,0.0,0.946,0.054,0.2716,230,38
853,"Apple #iPhone14 with new colour option tipped to launch on September 7, to go on sale on this date

#Apple

https://t.co/lAWsRDZf34",apple iphone14 with new colour option tipped to launch on september 7 to go on sale on this date apple ,0.13636363636363635,0.45454545454545453,neutral,0.0,1.0,0.0,0.0,103,20
854,"Apple iPhone 12 Mini 128Gb at 15% off today
Rs 55,179 only
Purchase White- https://t.co/SXFX35Hj0K

#appleiphone #apple #samsung #iphone12mini #iphone13 #like #follow #ios #android #realme #xiaomi #oppo #vivo #tech #smartphonesale #iqoo #oneplus #nothingphone1 #sale #discount https://t.co/ZutUvmXdPD",apple iphone 12 mini 128gb at 15 off today rs 55 179 only purchase white appleiphone apple samsung iphone12mini iphone13 like follow ios android realme xiaomi oppo vivo tech smartphonesale iqoo oneplus nothingphone1 sale discount ,0.0,0.5,positive,0.0,0.932,0.068,0.3612,230,35
855,"🔥🔥 Automated Hourly $AAPL 🍎 Sentiment Report (📈 / 📉) 🔥🔥
1. Product Series Reviews:
#iPhones 41/52
#Mac #Macbook 46/117
#iPad 64/54
#AppleWatch 44/150
#MacOS #iOS 45/23
General #Apple Products 100/122
2. Company News: 105/97
3. Social Media: 52/65
08/18/2022 05:07 UTC", automated hourly aapl sentiment report 1 product series reviews iphones 41 52 mac macbook 46 117 ipad 64 54 applewatch 44 150 macos ios 45 23 general apple products 100 122 2 company news 105 97 3 social media 52 65 08 18 2022 05 07 utc,0.04166666666666667,0.2833333333333333,neutral,0.0,1.0,0.0,0.0,237,47
856,"In addition to the unmistakable military-inspired design, the BLACK OPS Collection by @ElementCASE features MIL-SPEC tested protection for your @Apple Watch and iPhone.
https://t.co/7r4WrHtRRt
#elementcase #iPhone #applewatch #applewatch7 #Apple https://t.co/4KsVYgjYVh",in addition to the unmistakable military inspired design the black ops collection by features mil spec tested protection for your watch and iphone elementcase iphone applewatch applewatch7 apple ,-0.13333333333333333,0.26666666666666666,positive,0.0,0.894,0.106,0.4939,195,28
857,"Why Not Grate an Apple Into Your Overnight Oats?

#APPLE #BREAKFAST

https://t.co/TQRfJJAzie",why not grate an apple into your overnight oats apple breakfast ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,64,11
858,"#Satechi Type-C Aluminum Monitor Stand Hub with Built-In USB-C Data, USB 3.0, Micro/SD Card Slots &amp; Audio Jack - Compatible with iMac Pro, 2016/2017 iMac and more (Silver)

More Details Here: https://t.co/imJaDH7WAb

#Apple #Durable #Space https://t.co/4YTqcFrioh", satechi type aluminum monitor stand hub with built in usb data usb 3 0 micro sd card slots amp audio jack compatible with imac pro 2016 2017 imac and more silver more details here apple durable space ,0.5,0.5,neutral,0.0,1.0,0.0,0.0,201,37
859,"Check out this product 😍 Apple USB-C Charge Cable (2 m) 😍 
by APPLE starting at Dhs. 99.00. 
Shop now 👉👉 https://t.co/GFDVdEH74n -

#Dubai #Apple https://t.co/EyphaxQ0wA",check out this product apple usb charge cable 2 by apple starting at dhs 99 00 shop now dubai apple ,0.0,0.1,neutral,0.0,1.0,0.0,0.0,100,20
860,"Here is when exactly Apple gonna launch the iPhone 14 series, sale details leaked.

More Details:https://t.co/qTqNTOFYoH

#iPhone #AppleEvent #iPhone14 #Iphone14ProMax #iPhone14Series #technews #Apple  

@Apple",here is when exactly apple gonna launch the iphone 14 series sale details leaked more details iphone appleevent iphone14 iphone14promax iphone14series technews apple ,0.375,0.375,negative,0.095,0.905,0.0,-0.3182,166,23
861,"Euro zone inflation hits new record. Cost of living rose to 5.1%

#inflation#DowJones #GBP  #Apple #NASDAQ
#USD",euro zone inflation hits new record cost of living rose to 5 1 inflation dowjones gbp apple nasdaq usd,0.36818181818181817,0.7022727272727273,neutral,0.0,1.0,0.0,0.0,102,19
862,"The launch of the iPhone 14 will kick off a busy product season during the second half of the year. Read the full story here! 

@Apple #iphone14  #iphones #apple #applenews #launch #event #appleevent #iphone14pro #BreakingNews #technews #gadgets
https://t.co/9ZLHj4sizq",the launch of the iphone 14 will kick off busy product season during the second half of the year read the full story here iphone14 iphones apple applenews launch event appleevent iphone14pro breakingnews technews gadgets ,0.07083333333333333,0.25416666666666665,neutral,0.0,1.0,0.0,0.0,221,35
863,"RT by @retailtrader_in #Apple is aiming to hold a launch event on September 7 to unveil the #iPhone14 line, according to people with knowledge of the matter.

https://t.co/j6ZPlDqkUh",rt by in apple is aiming to hold launch event on september 7 to unveil the iphone14 line according to people with knowledge of the matter ,0.0,0.0,neutral,0.0,0.956,0.044,0.0258,138,26
864,#Apple patches double zero-day in browser and kernel – #update now! https://t.co/UQAxNI6kDN #NakedSecurity, apple patches double zero day in browser and kernel update now nakedsecurity,0.0,0.0,neutral,0.0,1.0,0.0,0.0,77,12
865,#NowPlaying: Tales from the Afternow - The Miracle Man of Vietnam - Listen on #Alexa #Android and #Apple https://t.co/Acdz3SE0Bb, nowplaying tales from the afternow the miracle man of vietnam listen on alexa android and apple ,0.0,0.0,positive,0.0,0.798,0.202,0.5859,97,16
866,I have bought ur phone before 3months there is a manufacturing defect of the phone where ever we are going  they are   saying that service will be done due to screws. It was opened by anyone outside it was just an manufacturering defect There was no response customer care #Apple https://t.co/nqU57oOn1g,i have bought ur phone before 3months there is manufacturing defect of the phone where ever we are going they are saying that service will be done due to screws it was opened by anyone outside it was just an manufacturering defect there was no response customer care apple ,-0.0625,0.2125,negative,0.163,0.779,0.058,-0.5859,273,49
867,iPhone 14 Pro price hike just tipped as ‘likely’ by analyst https://t.co/9kDRR6Aicr via @GeekTech_App #geektech #technewsapp #Tom's_Guide  #Apple,iphone 14 pro price hike just tipped as likely by analyst via app geektech technewsapp tom guide apple,0.0,1.0,neutral,0.0,1.0,0.0,0.0,102,18
868,"EP #117: @SeanMagers and @keithrconrad discuss the episode ""The Incredible World of Horace Ford"" and ask who is the most annoying human being in history and why is it Horace Ford?
#Apple https://t.co/rGyjiKdXWp
#Google https://t.co/C9aOAZFro5
#Spotify https://t.co/hICwVUmrST https://t.co/azVnsnJtgK",ep 117 and discuss the episode the incredible world of horace ford and ask who is the most annoying human being in history and why is it horace ford apple google spotify ,0.14999999999999997,0.6,negative,0.088,0.912,0.0,-0.4576,170,32
869,"#Apple is set to hold its #iPhone14 event in early #September that will unveil next-generation #iPhones, #WatchSeries8 and other products and services.

https://t.co/Cr4NXVbjob", apple is set to hold its iphone14 event in early september that will unveil next generation iphones watchseries8 and other products and services ,-0.008333333333333331,0.225,neutral,0.0,1.0,0.0,0.0,146,23
870,"#Apple is recommending all users to update their devices to the latest version, iOS 15.6.1 and iPadOS 15.6.1. Here's why.

https://t.co/IKD12TuD3c", apple is recommending all users to update their devices to the latest version ios 15 6 1 and ipados 15 6 1 here why ,0.5,0.9,neutral,0.0,1.0,0.0,0.0,117,24
871,"How to Lock a Hidden Photo Album on #iPhone with Face ID/Touch ID in iOS 16

@Apple 

#trending #Apple #album #LockScreen #AppleiOS #iOS #iOS16 #thursdaymorning #thursdayvibes #Delhi #india 

https://t.co/VVjQOLqfXn",how to lock hidden photo album on iphone with face id touch id in ios 16 trending apple album lockscreen appleios ios ios16 thursdaymorning thursdayvibes delhi india ,-0.16666666666666666,0.3333333333333333,neutral,0.0,1.0,0.0,0.0,166,27
872,"Those of you that have installed the iOS 15.6.1 version, did they fix the battery drainage issue? 

#apple #iOS1561 #iOS",those of you that have installed the ios 15 6 1 version did they fix the battery drainage issue apple ios1561 ios,0.0,0.0,neutral,0.0,1.0,0.0,0.0,113,22
873,"Why are people so stuck on the idea that a wrist computer has to LOOK like a watch?  Since 1965 I’ve always wanted a wrist computer. Come on #Apple, make me one like General Jumbo’s

Apple Watch Series 8 Pro (2022) - Why I'm Buying one... https://t.co/khv5SRHA7f via @YouTube https://t.co/7yNSvYYkDz",why are people so stuck on the idea that wrist computer has to look like watch since 1965 ve always wanted wrist computer come on apple make me one like general jumbo apple watch series 8 pro 2022 why m buying one via ,0.05000000000000002,0.5,positive,0.057,0.833,0.11,0.3365,218,43
874,"RT by @retailtrader_in #Apple aiming to hold a launch event on September 7 to unveil the #iPhone14 line, rolling out the latest version of a product that generates more than half its sales.

https://t.co/j6ZPlDqkUh",rt by in apple aiming to hold launch event on september 7 to unveil the iphone14 line rolling out the latest version of product that generates more than half its sales ,0.2777777777777778,0.5222222222222223,neutral,0.0,1.0,0.0,0.0,168,31
875,"Why does iPhone show the one face that I am trying to forget and Move On as ‘Here’s what you missed’ !

#Apple #JustAppleThings #iOS #iOS16",why does iphone show the one face that am trying to forget and move on as here what you missed apple justapplethings ios ios16,0.0,0.0,negative,0.157,0.843,0.0,-0.4767,126,24
876,"iPhone 14 series and the respective batteries have seemingly been certified in India.
#Apple #iPhone14",iphone 14 series and the respective batteries have seemingly been certified in india apple iphone14,0.0,0.1,positive,0.0,0.833,0.167,0.4215,99,15
877,"@opd6799 @SamanthaLaDuc This #stocks are going to have a massacre if the wishfullthinking from the #FederalReserve to have NO recession, not materialize

#Apple #Amazon #Tesla i dont think #Tesla selling much in #England comming years 

What is your opinion as a macro expert @SamanthaLaDuc !", this stocks are going to have massacre if the wishfullthinking from the federalreserve to have no recession not materialize apple amazon tesla dont think tesla selling much in england comming years what is your opinion as macro expert ,0.2,0.2,negative,0.157,0.843,0.0,-0.6724,236,38
878,@MacroAlf So apple #Apple (2.81T) values &gt; entire US production? Wow ! NEW paradise !! So excited, so apple apple 2 81t values gt entire us production wow new paradise so excited,0.15284090909090908,0.7073863636363636,positive,0.0,0.361,0.639,0.9424,80,15
879,"The new Apple retail store in Omotesando District a week before to the grand opening on June 6, 2014. The   #Apple #AppleStore #Omotesando #Technology #Business #Macstore #Mac #Japan #Person #Human #Clothing #Apparel #Art https://t.co/zY5VR3MZd2",the new apple retail store in omotesando district week before to the grand opening on june 6 2014 the apple applestore omotesando technology business macstore mac japan person human clothing apparel art ,0.21212121212121213,0.5181818181818182,positive,0.0,0.909,0.091,0.4588,203,32
880,I just noticed that this is back FLICK yes cause when I’m watching a video or playing games it felt like finding Waldo to look at the time #iOS16 #Apple https://t.co/0oWJ3DmpZC,i just noticed that this is back flick yes cause when m watching video or playing games it felt like finding waldo to look at the time ios16 apple ,0.0,0.0,positive,0.0,0.774,0.226,0.7184,147,29
881,Amazing views of the Universe captured by the James Webb Space https://t.co/rG7GhqhCa3 Click to continue..... #tech #techno #technology #technews #internet #crypto #security #android #apple #AI #future #cyber #digital,amazing views of the universe captured by the james webb space click to continue tech techno technology technews internet crypto security android apple ai future cyber digital,0.20000000000000004,0.3416666666666666,positive,0.0,0.801,0.199,0.7351,175,27
882,"Poynting PUCK-5 Omni-Directional LTE / WiFi / GPS Antenna Review – Ideal for canal boats, camper vans and motor homes https://t.co/DMcJleAbkz Click to continue..... #tech #techno #technology #technews #internet #crypto #security #android #apple #AI #future #cyber #digital",poynting puck 5 omni directional lte wifi gps antenna review ideal for canal boats camper vans and motor homes click to continue tech techno technology technews internet crypto security android apple ai future cyber digital,0.3,0.375,positive,0.0,0.847,0.153,0.7003,223,35
883,"Xiaomi 20000mAh Power Bank Unveiled https://t.co/jtXh0HQnQ5

#Xiaomi #Xiaomi20000mAhPowerBank #Android #news #smartphones #like4like #likeforlike #follow4follow #techblog #technews #futuretechnology #socialmedia #innovation #apple #iPhone #5G #iOS #world #gadgets",xiaomi 20000mah power bank unveiled xiaomi xiaomi20000mahpowerbank android news smartphones like4like likeforlike follow4follow techblog technews futuretechnology socialmedia innovation apple iphone 5g ios world gadgets,0.0,0.0,positive,0.0,0.898,0.102,0.3818,219,24
884,"Xiaomi 20000mAh Power Bank Unveiled 

#Xiaomi #Xiaomi20000mAhPowerBank #Android #news #smartphones #like4like #likeforlike #follow4follow #techblog #technews #futuretechnology #socialmedia #innovation #apple #iPhone #5G #iOS #world #gadgets #engineering

https://t.co/hdw4rlXzkn https://t.co/ykDRM84ujR",xiaomi 20000mah power bank unveiled xiaomi xiaomi20000mahpowerbank android news smartphones like4like likeforlike follow4follow techblog technews futuretechnology socialmedia innovation apple iphone 5g ios world gadgets engineering ,0.0,0.0,positive,0.0,0.902,0.098,0.3818,232,25
885,Injustice: #Gods #Among #Us App Apes Review. https://t.co/OiVyNLFN8j #apple #injustice #ios #ipad #iphone https://t.co/6aVx9qzb5m,injustice gods among us app apes review apple injustice ios ipad iphone ,0.0,0.0,negative,0.425,0.575,0.0,-0.8126,72,12
886,"Macworld 1996 June
https://t.co/4jFXq2SfC1
#AppleMac #RetroComputing #Apple https://t.co/j8z1HVUxU9",macworld 1996 june applemac retrocomputing apple ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,49,6
887,"#Apple #i#Phone 11, 64GB, Red - Unlocked (Renewed)
Limited time offer

https://t.co/e74OvwwG53", apple phone 11 64gb red unlocked renewed limited time offer ,-0.03571428571428571,0.07142857142857142,negative,0.174,0.826,0.0,-0.2263,61,10
888,"BREAKING: #Apple has banned caste-based discrimination in the company while issuing a code of conduct for employees in the United States.

Read more- https://t.co/9KNBoPoOoC",breaking apple has banned caste based discrimination in the company while issuing code of conduct for employees in the united states read more ,0.5,0.5,negative,0.112,0.784,0.104,-0.0516,143,23
889,"Apple layoffs 2022: iPhone maker sacks 100 contract recruiters, says report

#Apple #iPhone 

https://t.co/b1J4undOIN",apple layoffs 2022 iphone maker sacks 100 contract recruiters says report apple iphone ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,87,13
890,"GET HERE FREE $100 Amazon Gift Card
here you could get the$100 Amazon Gift Card immediately
✔️ https://t.co/A1nrrDPIFe
🎗

#Apple #amazonタイムセール祭り https://t.co/BfHIuUynWg",get here free 100 amazon gift card here you could get the 100 amazon gift card immediately apple amazon ,0.4,0.8,positive,0.0,0.478,0.522,0.9042,104,19
891,"Black Girls Code founder Kimberly Bryant has been fired by her board – TechCrunch 
https://t.co/QfhigEYf6a
#SEO #Google #Apple  #IOS #cybersecurity #Robotics #IOT #AI #software #telecom

Kimberly Bryant is officially out from Black Girls Code, eight months after bein...",black girls code founder kimberly bryant has been fired by her board techcrunch seo google apple ios cybersecurity robotics iot ai software telecom kimberly bryant is officially out from black girls code eight months after bein ,-0.16666666666666666,0.43333333333333335,negative,0.093,0.907,0.0,-0.5574,228,36
892,Amazing views of the Universe captured by the James Webb Space https://t.co/GB6lsa6DKa Click to continue..... #tech #techno #technology #technews #internet #crypto #security #android #apple #AI #future #cyber #digital https://t.co/FfvW8WdYkl,amazing views of the universe captured by the james webb space click to continue tech techno technology technews internet crypto security android apple ai future cyber digital ,0.20000000000000004,0.3416666666666666,positive,0.0,0.801,0.199,0.7351,176,27
893,"Poynting PUCK-5 Omni-Directional LTE / WiFi / GPS Antenna Review – Ideal for canal boats, camper vans and motor homes https://t.co/ov8NWHEoVI Click to continue..... #tech #techno #technology #technews #internet #crypto #security #android #apple #AI #future #cyber #digital https://t.co/mADHcIfOcf",poynting puck 5 omni directional lte wifi gps antenna review ideal for canal boats camper vans and motor homes click to continue tech techno technology technews internet crypto security android apple ai future cyber digital ,0.3,0.375,positive,0.0,0.847,0.153,0.7003,224,35
894,"How Zoox robotaxis make predictions while on the road 
https://t.co/di4F2vtQQm
#SEO #Google #Apple  #IOS #cybersecurity #Robotics #IOT #AI #software #telecom

Listen to this article

Zoox’s robotaxis ha...",how zoox robotaxis make predictions while on the road seo google apple ios cybersecurity robotics iot ai software telecom listen to this article zoox robotaxis ha ,0.0,0.0,positive,0.0,0.912,0.088,0.34,163,26
895,"Apple has released iOS 15.6.1, along with a warning to update now, because it fixes two security holes already being used to attack iPhones. 
Zero-day Vulnerability

#cybersecurity #iPhone #Apple #ipad #iOS #hack #CyberAttack 

https://t.co/IH02CClzqx",apple has released ios 15 6 1 along with warning to update now because it fixes two security holes already being used to attack iphones zero day vulnerability cybersecurity iphone apple ipad ios hack cyberattack ,0.0,0.0,negative,0.191,0.747,0.062,-0.6124,212,35
896,"Transitioning to GA4: Is this the Right Analytics Move for Your Team? 
https://t.co/yHqRRVodZb
#SEO #Google #Apple  #IOS #cybersecurity #Robotics #IOT #AI #software #telecom
 
The author's views are entirely his or her own (excluding the unlikely event of hypnosis) and may...",transitioning to ga4 is this the right analytics move for your team seo google apple ios cybersecurity robotics iot ai software telecom the author views are entirely his or her own excluding the unlikely event of hypnosis and may ,0.09642857142857142,0.6651785714285714,neutral,0.0,1.0,0.0,0.0,230,39
897,"#Semiconductor Industry News - 08/17

&gt; #Intel is licensing out patents in a bid to cobble together some cash

&gt; #Synopsys quarterly earnings, revenue beat Wall Street estimates

&gt; #Apple lays off recruiters as part of its slowdown in hiring

Read More:
https://t.co/CBt8vnai7j", semiconductor industry news 08 17 gt intel is licensing out patents in bid to cobble together some cash gt synopsys quarterly earnings revenue beat wall street estimates gt apple lays off recruiters as part of its slowdown in hiring read more ,0.5,0.5,positive,0.0,0.858,0.142,0.6486,244,41
898,"#Apple is aiming to hold a launch event on September 7 to unveil the #iPhone14 line, according to people with knowledge of the matter.

https://t.co/AvGBsk2lU4", apple is aiming to hold launch event on september 7 to unveil the iphone14 line according to people with knowledge of the matter ,0.0,0.0,neutral,0.0,0.95,0.05,0.0258,130,23
